paper_id,reviewer,Human_Actionability,Human_Clarity_and_Readability,Human_Comprehensiveness,Human_Constructiveness,Human_Factuality,Human_Fairness,Human_Objectivity,Human_Overall_Quality,Human_Politeness,Human_Relevance_Alignment,Human_Sentiment_Polarity,Human_Usage_of_Technical_Terms,Human_Vagueness,Qwen_Actionability,Qwen_Clarity_and_Readability,Qwen_Comprehensiveness,Qwen_Constructiveness,Qwen_Factuality,Qwen_Fairness,Qwen_Objectivity,Qwen_Overall_Quality,Qwen_Politeness,Qwen_Relevance_Alignment,Qwen_Sentiment_Polarity,Qwen_Usage_of_Technical_Terms,Qwen_Vagueness,Llama_Actionability,Llama_Clarity_and_Readability,Llama_Comprehensiveness,Llama_Constructiveness,Llama_Factuality,Llama_Fairness,Llama_Objectivity,Llama_Overall_Quality,Llama_Politeness,Llama_Relevance_Alignment,Llama_Sentiment_Polarity,Llama_Usage_of_Technical_Terms,Llama_Vagueness,GPT_Actionability,GPT_Clarity_and_Readability,GPT_Comprehensiveness,GPT_Constructiveness,GPT_Factuality,GPT_Fairness,GPT_Objectivity,GPT_Overall_Quality,GPT_Politeness,GPT_Relevance_Alignment,GPT_Sentiment_Polarity,GPT_Usage_of_Technical_Terms,GPT_Vagueness,Phi_Actionability,Phi_Clarity_and_Readability,Phi_Comprehensiveness,Phi_Constructiveness,Phi_Factuality,Phi_Fairness,Phi_Objectivity,Phi_Overall_Quality,Phi_Politeness,Phi_Relevance_Alignment,Phi_Sentiment_Polarity,Phi_Usage_of_Technical_Terms,Phi_Vagueness
78,Sang-arun-Isaramalai,4,5,4,5,factual,4,4,70,polite,4,neutral,4,none,4,4,4,4,partially factual,4,4,85,polite,4,neutral,4,low,1.0,4.0,3.0,2.0,partially factual,3.0,4.0,60.0,polite,4.0,neutral,2.0,low,4,3,4,4,factual,4,4,4,neutral,5,neutral,3,low,3,4,4,4,partially factual,4,4,85,polite,5,neutral,3,low
78,Marta-Talavera,1,3,2,1,unfactual,2,1,30,neutral,2,negative,2,high,4,4,4,4,partially factual,4,4,75,polite,5,neutral,4,low,2.0,4.0,4.0,3.0,factual,4.0,4.0,70.0,polite,4.0,neutral,3.0,low,3,3,3,3,partially factual,3,3,60,neutral,4,neutral,2,moderate,2,3,3,3,partially factual,3,3,60,polite,4,neutral,2,moderate
199,James-W.-MacDonald,0,5,4,0,factual,3,4,80,neutral,4,positive,5,low,3,5,5,5,factual,5,5,95,polite,5,positive,5,none,4.0,5.0,5.0,4.0,factual,5.0,5.0,90.0,polite,5.0,positive,4.0,none,3,5,5,3,factual,5,5,90,polite,5,positive,5,none,3,4,4,4,factual,4,4,92,polite,5,positive,5,low
199,Lorena-Pantano,5,5,5,4,factual,4,3,95,polite,5,positive,5,none,5,5,5,5,factual,5,5,100,polite,5,positive,5,low,4.0,5.0,5.0,4.0,factual,5.0,5.0,90.0,polite,5.0,positive,4.0,none,4,4,4,5,factual,5,4,85,polite,5,positive,4,low,3,4,4,4,factual,4,4,85,polite,5,positive,3,low
199,Alejandro-Reyes,5,5,5,5,factual,4,5,90,neutral,4,positive,4,none,5,5,4,5,factual,5,5,95,polite,5,positive,5,low,4.0,5.0,5.0,4.0,factual,5.0,5.0,90.0,polite,5.0,positive,4.0,none,4,5,4,5,factual,5,4,85,polite,5,positive,5,low,5,5,4,5,factual,4,4,92,polite,5,positive,5,low
108,Reviewer-euBm,2,5,3,3,factual,4,4,75,polite,4,neutral,4,none,3,5,4,4,factual,5,5,85,polite,5,neutral,5,low,3.0,4.0,4.0,4.0,factual,4.0,4.0,80.0,polite,5.0,positive,3.0,none,2,3,3,2,partially factual,3,3,60,neutral,4,neutral,4,moderate,2,4,3,4,partially factual,3,3,75,polite,4,neutral,4,low
108,Reviewer-5ke8,4,4,5,5,factual,5,4,85,polite,4,neutral,4,none,4,4,4,4,partially factual,4,4,75,polite,4,neutral,5,low,2.0,4.0,4.0,3.0,partially factual,4.0,4.0,60.0,polite,5.0,neutral,3.0,low,3,3,4,3,factual,3,3,65,neutral,4,negative,4,low,4,4,4,4,partially factual,4,3,78,neutral,5,negative,5,low
108,Reviewer-6Zbj,3,4,2,3,partially factual,3,3,70,polite,3,neutral,3,low,4,4,4,4,partially factual,4,4,85,polite,5,neutral,5,moderate,3.0,4.0,4.0,4.0,factual,4.0,4.0,80.0,polite,5.0,neutral,3.0,low,4,3,4,4,partially factual,3,3,70,neutral,5,neutral,4,low,3,3,4,4,partially factual,4,4,78,polite,5,neutral,3,low
108,Reviewer-i457,3,4,3,3,factual,3,3,80,neutral,3,negative,4,low,3,4,3,4,partially factual,4,4,72,polite,5,neutral,4,moderate,2.0,4.0,4.0,3.0,partially factual,4.0,4.0,70.0,polite,4.0,neutral,3.0,low,2,3,3,2,factual,3,3,60,neutral,4,neutral,4,moderate,3,4,3,3,partially factual,3,4,75,polite,4,neutral,4,low
135,Clement-Jonquet,5,5,4,5,factual,4,4,90,polite,4,neutral,4,low,4,3,4,4,partially factual,4,3,65,neutral,5,negative,5,moderate,2.0,4.0,3.0,3.0,partially factual,3.0,4.0,60.0,polite,4.0,neutral,4.0,moderate,3,3,5,3,factual,4,4,75,neutral,5,negative,4,low,3,2,4,4,partially factual,4,3,65,neutral,5,negative,3,low
52,Reviewer-eZuw,4,5,4,5,factual,4,5,95,polite,5,neutral,5,none,5,5,5,5,factual,5,5,95,polite,5,neutral,5,low,2.0,5.0,4.0,4.0,factual,3.0,4.0,80.0,polite,5.0,neutral,5.0,low,4,5,4,4,factual,4,4,85,polite,5,positive,5,low,3,4,4,4,partially factual,4,4,85,polite,5,neutral,5,low
52,Reviewer-dey2,2,4,3,2,partially factual,3,2,65,polite,3,neutral,3,moderate,3,4,4,4,partially factual,4,4,75,polite,5,neutral,5,moderate,3.0,4.0,4.0,4.0,factual,4.0,5.0,80.0,polite,4.0,positive,4.0,none,2,3,3,2,factual,3,3,60,neutral,4,positive,4,moderate,3,4,4,4,partially factual,4,3,85,polite,5,positive,4,low
52,Reviewer-mbrM,2,4,3,2,partially factual,3,3,60,polite,3,positive,4,low,4,5,4,4,partially factual,4,4,80,polite,5,neutral,5,moderate,2.0,5.0,4.0,3.0,factual,3.0,4.0,80.0,polite,4.0,positive,4.0,none,3,4,4,4,factual,4,4,80,polite,5,positive,4,low,3,4,4,4,partially factual,4,3,85,polite,5,positive,4,low
52,Reviewer-qzzG,2,4,3,2,partially factual,2,2,50,neutral,3,neutral,3,low,4,5,4,4,factual,4,4,88,polite,5,positive,5,moderate,3.0,5.0,4.0,4.0,factual,4.0,4.0,80.0,polite,5.0,positive,5.0,none,4,4,4,4,factual,4,4,85,polite,5,neutral,5,low,3,5,4,4,factual,4,4,85,polite,5,neutral,5,low
52,Reviewer-zZT9,3,4,4,4,factual,3,4,75,polite,4,neutral,4,low,4,4,4,4,factual,4,4,85,polite,5,neutral,5,moderate,2.0,4.0,4.0,3.0,factual,3.0,4.0,70.0,polite,4.0,neutral,4.0,low,4,4,4,4,factual,4,4,85,polite,5,neutral,5,low,3,4,4,4,partially factual,4,4,85,polite,5,neutral,5,low
164,Reviewer-2sTV,4,4,3,4,partially factual,3,3,70,polite,4,neutral,4,low,5,5,4,5,factual,5,5,85,polite,5,neutral,5,none,2.0,4.0,3.0,3.0,partially factual,3.0,4.0,60.0,polite,4.0,neutral,4.0,low,4,5,4,4,factual,4,4,85,polite,5,neutral,5,low,4,4,3,4,partially factual,3,3,75,polite,5,neutral,4,low
164,Reviewer-hRCv,4,4,4,4,factual,4,3,75,polite,3,neutral,4,low,5,5,5,5,factual,5,5,95,polite,5,positive,5,low,3.0,4.0,4.0,4.0,factual,4.0,4.0,80.0,polite,5.0,positive,5.0,none,4,4,4,4,factual,4,4,85,polite,5,positive,5,low,3,4,4,4,factual,4,4,85,polite,5,positive,5,low
164,Reviewer-VzQJ,3,4,2,3,partially factual,3,3,65,neutral,3,negative,3,moderate,4,4,4,4,factual,4,4,80,polite,5,neutral,5,moderate,2.0,4.0,4.0,3.0,factual,4.0,4.0,70.0,polite,4.0,neutral,3.0,low,3,3,4,3,partially factual,3,3,70,polite,4,positive,4,moderate,2,4,3,4,partially factual,3,3,75,polite,4,positive,4,low
46,Anil-Gumber,4,5,4,4,factual,4,4,90,polite,5,neutral,5,none,4,4,4,3,factual,4,5,65,impolite,5,negative,5,low,2.0,4.0,4.0,3.0,factual,4.0,4.0,60.0,neutral,5.0,negative,3.0,low,4,4,4,3,factual,3,4,75,neutral,5,negative,5,low,4,4,4,4,partially factual,4,3,75,neutral,5,negative,3,low
46,Ifeoma-P.-Ijei,4,4,4,3,factual,3,3,70,polite,3,positive,3,low,4,4,4,4,factual,4,4,80,polite,5,positive,5,moderate,3.0,4.0,4.0,4.0,factual,4.0,5.0,80.0,polite,4.0,positive,3.0,none,3,4,4,3,factual,4,4,75,polite,4,neutral,4,low,3,4,4,4,partially factual,4,4,85,polite,5,neutral,3,low
166,Reviewer-7mFW,4,4,4,4,factual,3,4,76,neutral,4,negative,4,none,4,4,4,4,partially factual,4,4,75,polite,5,neutral,4,moderate,3.0,4.0,4.0,4.0,partially factual,4.0,4.0,80.0,polite,5.0,neutral,3.0,low,3,3,3,3,partially factual,3,3,60,neutral,4,neutral,4,moderate,3,4,3,4,partially factual,3,4,75,polite,5,neutral,4,low
166,Reviewer-FAWm,4,3,4,4,factual,4,4,78,neutral,4,neutral,4,low,4,5,4,4,factual,5,5,88,polite,5,neutral,5,none,3.0,5.0,4.0,4.0,factual,4.0,4.0,80.0,polite,5.0,positive,5.0,none,4,4,4,4,factual,4,4,80,polite,5,neutral,4,low,3,4,4,4,partially factual,4,4,85,polite,5,neutral,3,low
166,Reviewer-kjkr,4,4,4,4,factual,4,4,85,neutral,4,negative,4,low,4,5,4,4,partially factual,4,3,80,polite,5,negative,5,moderate,2.0,5.0,4.0,3.0,partially factual,3.0,4.0,70.0,polite,4.0,neutral,3.0,low,3,4,4,3,factual,4,4,75,polite,5,neutral,5,low,4,4,4,4,partially factual,4,3,78,neutral,5,negative,5,low
22,Reviewer-Qwcz,1,4,3,1,partially factual,3,2,29,polite,3,positive,2,high,3,5,4,3,partially factual,4,4,85,polite,5,positive,5,low,3.0,5.0,5.0,4.0,factual,5.0,5.0,90.0,polite,5.0,positive,4.0,none,2,4,4,3,factual,4,3,75,polite,5,positive,4,low,3,4,4,4,factual,4,4,85,polite,5,positive,3,low
22,Reviewer-rgZH,4,4,4,3,factual,3,4,80,polite,4,neutral,4,none,4,5,4,4,factual,4,5,85,polite,5,neutral,5,low,3.0,4.0,4.0,4.0,factual,4.0,4.0,80.0,polite,5.0,positive,5.0,none,4,4,4,4,factual,4,4,85,polite,5,positive,5,low,3,4,4,4,factual,4,4,85,polite,5,neutral,5,low
22,Reviewer-m91N,4,4,4,4,factual,3,4,80,polite,4,neutral,4,low,5,4,4,5,5,5,5,85,5,5,neutral,5,moderate,2.0,4.0,4.0,4.0,factual,3.0,4.0,80.0,polite,5.0,positive,5.0,none,4,4,4,4,factual,4,4,85,polite,5,positive,4,low,3,4,3,4,partially factual,3,4,75,polite,5,neutral,4,low
22,Reviewer-vfwG,4,4,5,5,factual,4,4,89,polite,4,neutral,5,none,5,5,5,5,factual,5,5,95,polite,5,neutral,5,none,3.0,5.0,4.0,4.0,factual,4.0,4.0,80.0,polite,5.0,neutral,5.0,none,5,5,5,5,factual,5,5,95,polite,5,neutral,5,low,3,4,4,4,factual,4,4,85,polite,5,neutral,5,low
22,Reviewer-cSfz,4,4,4,4,factual,3,4,80,polite,4,neutral,4,none,4,5,4,4,partially factual,4,4,88,polite,5,positive,4,moderate,2.0,4.0,4.0,3.0,factual,4.0,4.0,80.0,polite,5.0,positive,3.0,none,4,4,4,4,factual,4,4,85,polite,5,positive,4,low,3,4,4,4,partially factual,4,4,85,polite,5,neutral,5,low
22,Reviewer-8oQm,2,3,2,2,partially factual,3,4,50,polite,4,neutral,3,moderate,4,4,4,4,partially factual,4,4,80,polite,5,neutral,5,moderate,2.0,4.0,4.0,3.0,factual,4.0,4.0,80.0,polite,5.0,neutral,3.0,none,3,4,4,3,factual,4,4,75,polite,5,neutral,4,low,2,4,3,4,partially factual,3,3,75,polite,4,neutral,4,low
90,Reviewer-iUr9,5,5,4,5,partially factual,2,2,75,polite,5,positive,4,low,4,5,4,4,partially factual,4,4,85,polite,5,neutral,5,low,2.0,4.0,4.0,3.0,factual,4.0,4.0,70.0,polite,4.0,neutral,3.0,none,4,4,4,4,factual,4,4,85,polite,5,positive,5,low,3,5,3,4,partially factual,3,4,78,polite,4,neutral,4,low
90,Reviewer-UWwz,1,3,2,2,factual,2,2,30,polite,3,neutral,4,high,4,4,4,4,factual,5,5,85,neutral,5,neutral,5,low,3.0,4.0,5.0,4.0,factual,5.0,4.0,80.0,polite,5.0,positive,4.0,none,3,5,5,3,factual,5,5,90,polite,5,positive,5,none,3,4,4,4,factual,4,4,85,polite,5,positive,5,low
90,Reviewer-TyeE,3,2,2,2,partially factual,3,2,40,polite,3,neutral,3,moderate,3,4,4,4,partially factual,4,4,75,polite,5,neutral,5,moderate,3.0,4.0,4.0,4.0,factual,4.0,4.0,80.0,polite,5.0,neutral,3.0,none,3,4,4,4,factual,4,4,80,polite,5,positive,4,low,3,4,4,4,partially factual,4,4,85,polite,5,neutral,3,low
90,Reviewer-yxpU,5,5,4,5,factual,5,4,90,polite,5,neutral,4,low,5,4,4,5,factual,4,4,85,polite,5,positive,5,moderate,3.0,4.0,5.0,4.0,factual,4.0,4.0,85.0,polite,5.0,positive,4.0,none,4,4,4,4,factual,4,4,85,polite,5,positive,5,low,3,4,4,5,factual,4,4,85,polite,5,neutral,5,low
12,Reviewer-hGLR,0,4,0,0,unfactual,1,0,12,neutral,1,neutral,0,high,2,4,3,3,partially factual,4,4,55,polite,5,neutral,3,moderate,2.0,4.0,4.0,3.0,factual,4.0,4.0,80.0,polite,5.0,neutral,3.0,none,2,3,3,2,partially factual,3,3,50,neutral,4,neutral,2,moderate,1,3,2,2,partially factual,3,2,45,polite,4,neutral,3,moderate
12,Reviewer-mZPw,3,4,4,4,partially factual,3,3,73,polite,4,neutral,4,none,4,4,4,4,partially factual,4,4,75,polite,5,neutral,4,moderate,2.0,4.0,4.0,3.0,partially factual,4.0,4.0,70.0,polite,4.0,neutral,3.0,low,3,4,4,3,factual,4,4,75,polite,5,neutral,4,low,3,4,4,4,partially factual,4,4,85,polite,5,neutral,3,low
12,Reviewer-dG2H,0,4,1,0,unfactual,3,0,40,neutral,2,neutral,2,high,4,5,4,4,factual,5,5,88,polite,5,positive,5,low,3.0,4.0,4.0,4.0,factual,5.0,5.0,80.0,polite,5.0,positive,4.0,none,3,4,4,3,factual,4,4,80,polite,5,positive,4,low,3,4,4,4,factual,4,4,85,polite,5,positive,3,low
12,Reviewer-7M7p,5,4,5,5,factual,3,5,95,polite,5,neutral,5,none,5,5,5,5,factual,5,5,100,polite,5,neutral,5,none,3.0,5.0,4.0,4.0,factual,4.0,4.0,80.0,polite,5.0,positive,5.0,none,5,5,5,5,factual,5,5,95,polite,5,neutral,5,none,3,4,4,4,factual,4,4,85,polite,5,neutral,5,low
0,Reviewer-HFRa,4,4,4,4,factual,4,4,80,polite,4,negative,4,low,5,5,4,5,factual,5,5,92,polite,5,neutral,5,none,2.0,4.0,4.0,3.0,factual,4.0,4.0,70.0,polite,4.0,neutral,3.0,low,4,4,3,4,factual,4,4,75,polite,4,neutral,4,low,4,4,3,4,partially factual,3,4,78,polite,5,neutral,4,low
0,Reviewer-i38b,3,4,3,3,factual,3,4,65,neutral,4,neutral,3,moderate,4,4,4,4,partially factual,5,5,85,polite,5,positive,5,moderate,3.0,4.0,4.0,4.0,factual,4.0,4.0,80.0,polite,5.0,positive,5.0,none,3,4,4,3,factual,4,4,80,polite,5,positive,4,low,3,4,4,4,partially factual,4,3,85,polite,5,positive,4,low
0,Reviewer-My8L,5,5,5,5,factual,4,5,95,polite,5,positive,5,moderate,5,5,5,5,factual,5,5,95,polite,5,neutral,5,low,3.0,5.0,4.0,4.0,factual,4.0,4.0,80.0,polite,5.0,positive,5.0,none,4,4,4,4,factual,4,4,85,polite,5,neutral,5,low,3,4,4,4,factual,4,4,85,polite,5,neutral,5,low
0,Reviewer-3iBP,4,4,4,4,factual,4,4,90,polite,4,negative,4,low,4,4,4,4,partially factual,4,5,75,polite,5,neutral,5,moderate,2.0,4.0,4.0,3.0,factual,3.0,4.0,80.0,polite,5.0,positive,5.0,none,4,4,4,4,factual,4,4,80,polite,5,neutral,4,low,3,4,4,4,partially factual,4,4,85,polite,5,neutral,3,low
92,Reviewer-fL1b,4,4,3,3,factual,3,4,75,neutral,4,neutral,4,low,5,5,4,5,factual,4,5,85,impolite,5,negative,4,low,2.0,4.0,3.0,3.0,partially factual,3.0,4.0,60.0,polite,4.0,neutral,4.0,moderate,3,3,3,3,partially factual,3,3,60,neutral,4,negative,4,moderate,4,3,3,3,partially factual,3,3,60,neutral,4,negative,4,moderate
92,Reviewer-L5U9,4,4,4,5,factual,4,4,78,neutral,5,neutral,4,low,4,5,4,4,partially factual,5,5,85,polite,5,neutral,5,low,2.0,4.0,4.0,3.0,factual,4.0,4.0,80.0,polite,4.0,neutral,3.0,low,3,4,4,3,factual,4,4,75,polite,5,neutral,4,low,3,4,3,4,partially factual,3,4,75,polite,4,neutral,4,low
92,Reviewer-QsMj,4,4,4,4,factual,4,4,88,polite,4,positive,4,low,4,3,4,4,partially factual,3,3,65,neutral,5,neutral,5,moderate,2.0,4.0,4.0,3.0,factual,3.0,4.0,60.0,polite,4.0,neutral,3.0,low,3,3,4,3,factual,4,4,70,neutral,4,neutral,4,low,2,4,3,4,partially factual,3,3,70,polite,4,neutral,4,low
92,Reviewer-SnVH,4,3,4,4,factual,3,4,78,polite,4,neutral,4,none,3,5,4,4,factual,5,5,90,polite,5,positive,5,none,3.0,5.0,5.0,4.0,factual,5.0,4.0,90.0,polite,5.0,positive,4.0,none,3,5,4,4,factual,4,4,85,polite,5,positive,5,low,3,5,4,4,factual,4,4,92,polite,5,positive,5,low
175,Sabbir-Rashid,5,4,5,5,factual,3,5,97,polite,5,neutral,5,none,5,5,5,5,factual,5,5,95,polite,5,neutral,5,none,2.0,4.0,4.0,3.0,factual,3.0,4.0,80.0,polite,5.0,neutral,5.0,low,5,4,4,5,factual,4,4,85,polite,5,positive,4,low,3,3,4,4,factual,4,4,85,polite,5,neutral,5,low
148,Reviewer-DES2,2,2,2,2,partially factual,2,3,40,polite,3,negative,3,high,1,5,1,1,unfactual,3,4,20,polite,1,negative,4,low,2.0,4.0,4.0,3.0,factual,4.0,4.0,70.0,polite,4.0,neutral,3.0,low,2,3,2,2,unfactual,3,3,30,polite,1,positive,3,moderate,3,4,3,4,partially factual,4,4,75,polite,3,neutral,4,low
148,Reviewer-Fii6,3,3,1,2,partially factual,4,3,50,polite,3,positive,3,moderate,3,3,3,3,factual,4,4,65,polite,5,positive,4,moderate,2.0,4.0,4.0,3.0,factual,4.0,5.0,80.0,polite,4.0,positive,3.0,none,2,3,3,2,factual,4,3,60,polite,4,positive,4,moderate,2,3,3,3,partially factual,3,3,65,polite,4,neutral,4,low
148,Reviewer-nARE,4,5,3,4,factual,4,3,70,polite,4,positive,4,low,4,5,4,4,factual,4,4,88,polite,5,positive,5,moderate,2.0,4.0,4.0,3.0,factual,4.0,4.0,80.0,polite,5.0,positive,3.0,none,4,4,4,4,factual,4,4,80,polite,5,positive,4,low,2,4,3,4,partially factual,3,3,75,polite,4,positive,4,low
53,Reviewer-A92f,4,4,5,4,factual,4,5,90,polite,4,neutral,4,low,4,4,4,4,partially factual,4,4,85,polite,5,neutral,5,moderate,3.0,4.0,4.0,4.0,factual,4.0,4.0,80.0,polite,5.0,neutral,3.0,low,4,4,4,4,factual,4,4,85,polite,5,neutral,5,low,3,4,4,4,partially factual,4,4,85,polite,5,neutral,5,low
53,Reviewer-5AV7,4,4,3,4,partially factual,3,4,75,neutral,4,neutral,4,moderate,5,5,4,5,factual,5,5,90,polite,5,neutral,5,low,2.0,5.0,4.0,3.0,factual,3.0,4.0,80.0,polite,4.0,neutral,5.0,none,3,4,4,3,factual,4,4,75,polite,5,neutral,5,low,3,4,4,4,partially factual,4,4,85,polite,5,neutral,5,low
53,Reviewer-nfKV,4,4,4,4,partially factual,4,4,80,polite,4,neutral,4,low,5,5,5,5,partially factual,5,5,90,polite,5,neutral,5,low,2.0,4.0,4.0,4.0,factual,3.0,4.0,80.0,polite,5.0,positive,5.0,none,3,4,4,3,factual,4,4,80,polite,5,neutral,5,low,3,4,4,4,partially factual,4,4,85,polite,5,neutral,5,low
128,Reviewer-TLX1,5,5,5,5,factual,4,4,90,polite,4,negative,5,none,5,4,4,5,partially factual,4,5,85,polite,5,neutral,5,moderate,2.0,4.0,4.0,3.0,partially factual,4.0,3.0,60.0,polite,5.0,neutral,5.0,moderate,4,4,4,4,factual,4,4,85,polite,5,neutral,5,low,3,4,4,4,partially factual,4,4,85,polite,5,neutral,5,low
128,Reviewer-4t5w,2,4,4,1,unfactual,4,4,73,impolite,4,negative,4,extreme,3,3,4,4,factual,4,4,65,impolite,4,negative,5,moderate,1.0,2.0,2.0,2.0,unfactual,2.0,1.0,40.0,neutral,3.0,negative,3.0,moderate,3,3,4,3,factual,3,4,70,neutral,5,negative,4,low,2,2,3,3,partially factual,3,3,45,neutral,4,negative,4,moderate
128,Reviewer-nWJS,3,4,5,3,factual,3,4,79,polite,4,negative,4,moderate,5,5,5,5,factual,5,5,90,neutral,5,negative,5,low,1.0,3.0,3.0,2.0,partially factual,3.0,2.0,60.0,polite,4.0,neutral,4.0,low,4,3,4,4,factual,4,4,75,polite,5,neutral,4,low,3,3,4,4,factual,4,4,78,polite,5,neutral,3,low
49,Reviewer-Uwik,2,5,4,3,factual,3,4,78,polite,4,neutral,4,moderate,4,4,4,4,partially factual,4,3,75,polite,5,neutral,5,moderate,2.0,4.0,4.0,3.0,factual,3.0,4.0,70.0,polite,4.0,neutral,3.0,low,4,4,4,4,factual,4,4,85,polite,5,neutral,5,low,3,4,4,4,partially factual,4,4,85,polite,5,neutral,5,low
49,Reviewer-4d9L,5,4,4,4,factual,3,5,90,polite,5,positive,5,low,5,5,5,5,factual,5,5,95,polite,5,neutral,5,none,3.0,4.0,4.0,4.0,5,4.0,4.0,80.0,3,5.0,-1,5.0,2,4,5,4,4,factual,5,5,85,polite,5,neutral,5,low,3,4,4,4,partially factual,4,4,85,polite,5,neutral,5,low
49,Reviewer-oYGw,4,4,2,3,unfactual,3,2,75,neutral,4,negative,4,high,4,4,4,4,partially factual,4,4,75,polite,5,neutral,5,low,2.0,4.0,4.0,3.0,factual,4.0,4.0,70.0,polite,4.0,neutral,3.0,low,3,4,3,3,factual,4,4,70,polite,4,neutral,4,low,4,4,3,4,partially factual,3,3,75,polite,4,neutral,4,low
49,Reviewer-Yt1v,4,4,3,4,factual,3,4,86,polite,5,positive,4,low,5,5,4,5,factual,4,5,85,polite,5,neutral,5,none,2.0,4.0,4.0,3.0,factual,4.0,4.0,70.0,polite,4.0,neutral,3.0,low,3,4,4,3,factual,4,4,75,neutral,5,neutral,4,low,4,4,3,4,partially factual,3,3,75,polite,4,neutral,4,low
32,Denise-Battaglini,5,4,3,5,partially factual,3,2,50,polite,4,negative,4,moderate,5,5,5,5,partially factual,5,5,75,polite,5,negative,5,low,2.0,4.0,4.0,3.0,factual,4.0,4.0,70.0,polite,4.0,neutral,3.0,low,4,4,3,4,factual,4,4,75,polite,4,neutral,4,low,4,4,3,4,partially factual,3,3,75,polite,4,neutral,4,low
32,Omar-Soliman-Mohamed-El-Masry,5,4,4,5,factual,3,2,60,polite,4,neutral,5,low,4,4,4,4,partially factual,4,4,80,polite,4,neutral,5,moderate,2.0,4.0,4.0,3.0,partially factual,4.0,4.0,70.0,polite,4.0,neutral,3.0,low,4,4,4,4,partially factual,4,4,75,polite,5,neutral,4,low,4,4,3,4,partially factual,4,3,75,polite,5,neutral,4,low
70,Sarah-Elizabeth-West,4,4,4,4,factual,4,4,80,polite,4,positive,4,low,5,4,4,5,factual,5,5,88,polite,5,positive,5,low,2.0,4.0,4.0,3.0,factual,4.0,4.0,70.0,polite,4.0,neutral,3.0,low,4,3,4,4,factual,4,4,80,polite,5,neutral,3,low,3,3,4,4,partially factual,4,4,78,polite,5,neutral,3,low
70,Sabine-Pahl,4,4,4,4,factual,3,4,70,polite,4,neutral,3,low,5,5,4,5,factual,5,5,95,polite,5,neutral,5,none,3.0,4.0,4.0,4.0,factual,4.0,4.0,80.0,polite,5.0,positive,3.0,none,4,5,4,4,factual,4,4,85,polite,5,positive,4,low,3,4,4,4,factual,4,4,85,polite,5,neutral,3,low
3,Jouni-Tuominen,3,3,3,3,partially factual,4,4,80,neutral,3,neutral,3,moderate,4,5,4,4,factual,4,4,85,polite,5,positive,5,low,3.0,4.0,4.0,4.0,factual,4.0,5.0,80.0,polite,4.0,neutral,3.0,none,4,5,5,4,factual,5,5,90,polite,5,positive,5,none,3,4,4,4,factual,4,4,85,polite,5,neutral,5,low
3,Katherine-Thornton,2,3,3,3,unfactual,3,3,60,neutral,3,positive,2,moderate,3,5,4,3,factual,3,4,85,polite,5,positive,5,none,4.0,5.0,5.0,4.0,factual,5.0,5.0,90.0,polite,5.0,positive,4.0,none,1,4,3,1,factual,4,3,60,polite,5,positive,4,low,3,4,4,3,factual,4,4,85,polite,5,positive,3,low
79,Reviewer-LDAP,5,5,5,5,factual,3,5,98,neutral,5,neutral,4,none,5,5,5,5,factual,5,5,95,polite,5,neutral,5,none,2.0,4.0,4.0,3.0,partially factual,4.0,3.0,60.0,polite,5.0,neutral,5.0,low,5,4,5,5,factual,5,5,95,polite,5,positive,5,low,3,4,4,4,partially factual,4,4,85,polite,5,neutral,5,low
79,Reviewer-THWQ,4,4,4,3,factual,4,4,80,polite,3,neutral,4,none,5,5,4,5,partially factual,5,5,85,polite,5,neutral,5,low,2.0,4.0,4.0,3.0,factual,4.0,4.0,80.0,polite,4.0,neutral,3.0,none,4,4,4,4,factual,4,4,85,polite,5,positive,5,low,3,4,4,4,partially factual,4,4,85,polite,5,neutral,5,low
79,Reviewer-htDK,3,4,3,3,partially factual,4,4,72,polite,4,neutral,3,low,4,5,4,5,factual,5,5,85,polite,5,neutral,5,none,2.0,4.0,4.0,3.0,factual,4.0,4.0,80.0,polite,5.0,neutral,3.0,none,3,5,4,3,factual,4,4,80,polite,5,neutral,5,low,3,4,4,4,factual,4,4,88,polite,5,positive,4,low
79,Reviewer-FjiL,4,4,5,5,factual,3,4,90,polite,4,neutral,4,none,4,5,4,4,factual,4,4,88,polite,5,positive,5,moderate,2.0,4.0,4.0,4.0,factual,3.0,4.0,80.0,polite,5.0,positive,5.0,none,4,5,5,4,factual,5,5,90,polite,5,positive,5,low,3,4,4,4,factual,4,4,88,polite,5,positive,5,low
79,Reviewer-At7H,1,2,2,1,unfactual,4,3,55,neutral,1,neutral,1,high,4,5,4,4,factual,4,4,85,polite,5,positive,5,moderate,2.0,5.0,4.0,3.0,factual,4.0,4.0,80.0,polite,4.0,neutral,3.0,none,3,4,4,4,factual,4,4,85,polite,5,positive,5,low,3,4,4,4,factual,4,4,85,polite,5,positive,5,low
40,Reviewer-PzSz,5,5,5,5,factual,5,5,100,polite,5,neutral,5,none,5,5,5,5,factual,5,5,95,polite,5,neutral,5,low,2.0,4.0,4.0,3.0,factual,3.0,4.0,80.0,polite,5.0,neutral,5.0,none,4,4,4,4,factual,4,4,85,polite,5,neutral,5,low,3,4,4,4,partially factual,4,4,85,polite,5,neutral,5,low
